Press this button for information about Police Quest.	按這個按鈕查看《警察故事》的遊戲資訊。
Fighting the utter distraction your mind has been driven to by this flying femme fatale, you zip around the corner and give chase. In the dark recesses of your mind, you are aware she has committed a traffic violation, but you chiefly want to get a second look at her body.	你努力壓下這位風馳電掣的蛇蠍美人在你腦中掀起的滔天思緒，猛然轉過街角展開追逐。在你內心深處某個陰暗角落，你其實知道她違反了交通規則，但你真正想要的，是再看一眼她的身材。
Whoa!...A steamy, red sports car zips past the 4-way stop intersection, its blonde bombshell of a driver failing to pay the slightest heed to the stop sign.	哇噢！……一輛火辣的紅色跑車呼嘯而過四向停車路口，車上的金髮尤物駕駛完全沒把停車再開標誌放在眼裡。
The sight of the sexy speedster seems to have thrown you into a state of delirium as you fail to give chase and turn your siren on. You lose her in the traffic.	那位性感飆車手的身影似乎讓你陷入神智恍惚，忘了追上去、也忘了打開警笛。你就這樣在車陣中把她跟丟了。
83-32, see the woman at Caffeine Carol's. We have a complaint of blocked access in front of her restaurant. Dispatch out.	83-32，去見一下 Carol 咖啡城堡的那位女士。我們收到投訴，說她餐廳前面的通道被擋住了。調度通話結束。
83-32, please respond code 3 to a possible 11-80 at 9th and Rose. Dispatch out.	83-32，請以 code 3 應變前往 9th 街與 Rose 街口，疑似 11-80。調度通話結束。
83-Nora-10, please respond code 2 to an 11-44 ID at Cotton Cove. Dispatch out.	83-Nora-10，請以 code 2 應變前往 Cotton Cove 處理 11-44 身分確認。調度通話結束。
You rush to the Court House drooling in helpless anticipation at the thought of getting a No Bail Warrant to keep that Hoffman scumbag in jail.	你火速趕往法院，一想到能拿到不得交保令把 Hoffman 那個人渣關在牢裡，就忍不住流口水期待著。
You rush to the jail from the Court House nervously, hoping you'll arrive in time with the No Bail Warrant to keep that Hoffman/Taselli character in the slammer.	你緊張地從法院趕往監獄，希望能及時帶著不得交保令抵達，把 Hoffman／Taselli 那傢伙關進大牢。
You and Laura zip towards the jail with your drug bust suspects securely stowed in the back of the car.	你和 Laura 火速駛向監獄，緝毒行動抓到的嫌犯已經穩穩地關在車後座。
Hi, Sonny. This is Steve. I'm going 10-7 at Carol's. Care to join me?	嗨，Sonny。我是 Steve。我要去 Carol 咖啡城堡那邊 10-7 一下，要不要一起？
Don't be silly, Bonds.	別傻了，Bonds。
You'd like this carpeting a lot better if it weren't peach colored.	要是這地毯不是桃色的，你應該會更喜歡。
Don't disturb the Deco.	別去動那些 Art Deco 裝飾。
You're starting to get an appreciation for Art Deco. You think you might start collecting ceramic antelopes and panthers.	你開始懂得欣賞 Art Deco 風格了。你覺得自己搞不好會開始收集陶瓷羚羊和黑豹擺飾。
You tap on the door. There is no answer.	你敲了敲門，沒有人應門。
You tap on the door. No one answers, but you hear a lot of squeaking.	你敲了敲門，沒有人應門，但你聽到一陣吱吱聲。
It's too small and doesn't fit. (You've heard THIS before!)	太小了，塞不進去。（這句台詞你以前聽過吧！）
The door says `MANAGER.'	門上寫著「經理室」。
It's room 201.	這是 201 號房。
It's room 301.	這是 301 號房。
GO AWAY!	滾開！
Uh, we're a little busy, whoever you are...	呃，不管你是誰，我們現在有點忙……
Yeah! (giggle!) We're about to check the interest on our CDs and IRAs!	對啊！（咯咯笑）我們正要查一下我們的定存和退休帳戶的利息啦！
Oh! Oh YEAH! 12 Percent...	喔！喔耶！12 趴……
Yes, what can I do for you? Throckmorton! Leave that alone!	嗯，有什麼事嗎？Throckmorton！別碰那個！
I, uh, I was just wondering what you were doing in there...	我，呃，我只是想知道你們在裡面做什麼……
I'm Roderick, of Roderick the Great and his Troupe of Astonishing Circus Rats. If you don't mind, we're in the middle of a training session...Rafe! Rafe, don't chew the mattress, we'll have to pay for it!	我是 Roderick，「偉大的 Roderick 與他的驚奇馬戲鼠劇團」的團長。如果你不介意的話，我們正在訓練中……Rafe！Rafe，別咬床墊，那樣我們得賠錢的！
Uh, have a nice day, sir.	呃，祝您有美好的一天，先生。
You start to say something, then decide to leave Roderick and his Rats well enough alone.	你正想說點什麼，但後來決定還是別去打擾 Roderick 和他的老鼠們了。
The hotel controls the lighting, Bonds. Leave the light fixture alone.	Bonds，燈光是飯店統一控制的。別去動那個燈具。
You just aren't that tall, bud.	老兄，你就是沒那麼高。
Hey, snazzy paneling.	嘿，這牆板挺時髦的。
This is a hallway in the Hotel Delphoria.	這是 Delphoria 飯店裡的一條走廊。
Oh, John...	喔，John……
Oh, Marsha...	喔，Marsha……
Oh, JOHN...	喔，JOHN……
Oh, MARSHA...	喔，MARSHA……
OH, JOHN!	喔，JOHN！
OH, MARSHA!	喔，MARSHA！
OH, READ ME OUR BANK STATEMENT AGAIN, BABY!	喔，寶貝，再唸一次我們的銀行對帳單給我聽！
Come on! Come on, Heironymous! Jump! Jump, boy! Good boy! Come on, Daphne, you can do it. Up the ladder, girl. Throckmorton! Don't chew on that! Ariadne, come back here! What are you doing with Maxwell? Don't bite him!	加油！加油，Heironymous！跳！跳啊，好孩子！乖孩子！加油，Daphne，你做得到的。爬上梯子去，女孩。Throckmorton！別咬那個！Ariadne，給我回來！你在對 Maxwell 做什麼？別咬他！
This is your Brake icon. Click the HAND cursor on the Brake to slow down or stop.	這是你的煞車圖示。用手形游標點擊煞車即可減速或停車。
This is your sporty Camaro, envy of the department.	這是你那輛拉風的 Camaro，全局同事都羨慕的座車。
This is the steering wheel of your sporty Camaro.	這是你那輛拉風 Camaro 的方向盤。
The glove compartment of your Camaro. No gloves in there, of course, just a lot of old maps and a few packs of moist towelettes.	你 Camaro 的置物箱。裡面當然沒有手套，只有一堆舊地圖和幾包濕紙巾。
The heater/AC vents, rarely used in Lytton's balmy, comfortable climate.	暖氣／冷氣出風口，在 Lytton 這種宜人溫和的氣候下很少用到。
The heater/AC controls. It's probably been weeks since you used them.	暖氣／冷氣控制鈕。你大概已經好幾個禮拜沒用過了。
The Camaro's radio, currently off. The Lytton radio stations are the pits.	Camaro 的收音機，目前是關著的。Lytton 這裡的電台爛透了。
The Camaro's lighter. You never use it. Being a cop is your only life-threatening habit.	Camaro 的點菸器。你從來不用它。當警察就已經是你唯一會要命的習慣了。
The ignition for your Camaro.	你 Camaro 的點火開關。
Your Camaro has a defroster, which you probably use a half-dozen times each winter.	你的 Camaro 有除霧器，大概每年冬天會用上個五六次。
The Camaro's tachometer.	Camaro 的轉速表。
Your Camaro's speedometer.	你 Camaro 的時速表。
Clock, fuel tank, and other smaller gauges give you the satisfying feel of being in the cockpit of a jumbo jet.	時鐘、油量表和其他幾個小儀表，讓你有種置身巨無霸客機駕駛艙的滿足感。
Your left and right turn signals.	你的左右方向燈。
The dashboard's swank curves are satisfyingly aerodynamic.	儀表板時髦的弧線，看起來相當有空氣力學美感，讓人挺滿意的。
The gas gauge. Unless you take an unexpected cross-country trip, you won't need to fill 'er up for a couple weeks.	油量表。除非你臨時來一趟橫越全國的旅行，否則接下來幾週都不用加油。
The Camaro's odometer.	Camaro 的里程表。
This is the steering wheel. (You won't need to use it to steer in this game.)	這是方向盤。（在這款遊戲裡你不需要用它來轉向。）
If there's a stop sign or traffic light coming up at the intersection you're approaching, it'll be shown in this window.	如果你即將接近的路口有停車再開標誌或紅綠燈，這個視窗會顯示出來。
This window displays your location at any time, relative to the Lytton street map.	這個視窗會隨時顯示你在 Lytton 街道地圖上的位置。
Your speed is displayed here.	你的車速會顯示在這裡。
If your siren is currently on, you'll see it flashing in this window.	如果你的警笛目前是開著的，這個視窗會出現閃爍畫面。
NORTHBOUND ON	北行 
SOUTHBOUND ON	南行 
EASTBOUND ON	東行 
WESTBOUND ON	西行 
83-32, please respond to complaint at Caffeine Carol's. Repeat, please respond to complaint at Caffeine Carol's.	83-32，請前往處理 Carol 咖啡城堡的投訴案件。重複，請前往處理 Carol 咖啡城堡的投訴案件。
83-32, we have a complaint at Caffeine Carol's, Oak Street between 6th and 7th. Please investigate.	83-32，我們接獲 Carol 咖啡城堡的投訴，地點在 Oak 街，介於 6th 街與 7th 街之間。請前往調查。
83-32, you are to prceed immediately to Cotton Cove to investigate possible 11-44. Repeat, 83-32 to Cotton Cove.	83-32，請立即前往 Cotton Cove 調查疑似 11-44 案件。重複，83-32 前往 Cotton Cove。
83-32, please proceed directly to Cotton Cove. We have a report of a possible 11-44. That is all.	83-32，請直接前往 Cotton Cove。我們接獲一起疑似 11-44 的報案。通話完畢。
83-32, you are requested to investigate the domestic disturbance at 1st and Lilly. Please proceed immediately. Thank you.	83-32，請你前往調查 1st 街與 Lilly 街口的家庭糾紛案件。請立即前往，謝謝。
83-32, we have a report of a domestic disturbance on the corner of Lily and 1st. Please investigate.	83-32，我們接獲一起在 Lily 街與 1st 街口的家庭糾紛報案。請前往調查。
83-32, please return to LPD immediately. Repeat, 83-32, you are 10-19 immediately.	83-32，請立即返回 LPD。重複，83-32，你現在立即 10-19。
83-32, you are code 10-19. Repeat, you are 10-19.	83-32，你現在是 10-19。重複，你是 10-19。
83-32, please overtake and investigate possible stolen vehicle traveling eastbound on Oak Street. The vehicle is a silver Mercedes. Respond immediately. That is all.	83-32，請攔截並調查一輛疑似失竊車輛，正沿 Oak 街往東行駛。該車為一輛銀色賓士。請立即應變。通話完畢。
83-32, we have a sighting on a stolen Mercedes proceeding eastbound on Oak Street. Vehicle is a silver Mercedes, possible stolen vehicle. Overtake and investigate. Thank you.	83-32，我們目擊一輛失竊賓士車正沿 Oak 街往東行駛。車輛為銀色賓士，疑似失竊車輛。請攔截並調查，謝謝。
